Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Море море,бар морепродуктов,Кафе,"Ленинградское шоссе, 16а ст4",4 этаж,125171,,Войковский,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.2,36,89269265926 (доп.4),84957828321,,,,http://moremore.restoplace.ws,,,,https://vk.com/moremoreseafood,,,,,,,,,70000001033266205,55.82386,37.495222,4504235282578431,Метрополис,70030076126584009,1,70000001033266204,Море море,бар морепродуктов,Кафе,cafe,1,24,2026-05-06T09:16:46Z,,0,32,https://2gis.com/firm/70000001033266205,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Восход,кафе,Кафе,"МКАД 14 километр, 10 ст2",2 этаж,109429,,Капотня,Москва,,Москва,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00; Вс: 08:00-19:00,+03:00,,,,,,,,,,,,,,,,,,,,,70000001104888466,55.651518,37.83254,4504235283123470,Ковры и текстиль,70030076634365275,1,70000001104888465,Восход,кафе,Кафе,cafe,1,12,2026-03-30T15:44:07Z,,0,32,https://2gis.com/firm/70000001104888466,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Son ha,кафе вьетнамской кухни,Кафе,"МКАД 14 километр, 10 ст2",2 этаж,109429,,Капотня,Москва,,Москва,Россия,Пн: 06:00-18:00; Вт: 06:00-18:00; Ср: 06:00-18:00; Чт: 06:00-18:00; Пт: 06:00-18:00; Сб: 06:00-18:00; Вс: 06:00-18:00,+03:00,,,89280805851,89778111570,,,,,,,,,,,,,,,,,70000001100036728,55.651333,37.832529,4504235283123470,Ковры и текстиль,70030076634365275,1,70000001100036727,Son ha,кафе вьетнамской кухни,Кафе,cafe,1,12,2026-03-30T15:43:05Z,,0,32,https://2gis.com/firm/70000001100036728,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Svoy,гастропаб,Кафе; Доставка еды,"3-я Хорошёвская улица, 27 к1",1 этаж,123298,,Хорошёво-Мнёвники,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.2,10,89296550383,,,,,http://asianbistro.ru,,,,,https://wa.me/79296550383,,,,,https://t.me/+79296550383,,,70000001046115776,55.78645,37.494882,70030076169976320,,,1,70000001046512016,Svoy,гастропаб,Кафе,cafe,2,30,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001046115776,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Сафура,кафе,Кафе,"Минская улица, 2Б",,121096,,Дорогомилово,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,3.3,2,89773301404,89167026711,,,,,,,,,,,,,,,,,70000001102127417,55.725357,37.497038,4504235282615449,,,1,70000001102127416,Сафура,кафе,Кафе,cafe,1,12,2026-05-11T14:50:19Z,,0,32,https://2gis.com/firm/70000001102127417,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Tsameti,кафе грузинской кухни,Кафе,"Мичуринский проспект, 13а ст1",2 этаж,119192,,Раменки,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-23:00,+03:00,3.5,4,89309237597,,,,,,,,,https://vk.com/13tsameti,,,,,,,,,70000001105734798,55.698636,37.513203,70030076604935422,ТЦ Арфа,,2,70000001051990137,Tsameti,кафе грузинской кухни,Кафе,cafe,1,14,2025-10-28T13:38:04Z,,0,32,https://2gis.com/firm/70000001105734798,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Народный,кафе,Кафе,"МКАД 14 километр, 10 ст2",2 этаж,109429,,Капотня,Москва,,Москва,Россия,Пн: 08:00-14:00; Вт: 08:00-14:00; Ср: 08:00-14:00; Чт: 08:00-14:00; Пт: 08:00-14:00; Сб: 08:00-14:00; Вс: 08:00-14:00,+03:00,,,,,,,,,,,,,,,,,,,,,70000001022888944,55.651326,37.832751,4504235283123470,Ковры и текстиль,70030076634365275,1,70000001022888943,Народный,кафе,Кафе,cafe,1,13,2026-03-30T15:43:35Z,,0,32,https://2gis.com/firm/70000001022888944,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Lock Stock,ирландский паб,Кафе; Бары,"Преображенская улица, 2",1 этаж,107076,,Преображенское,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.5,20,84959643301,,,,,http://pubmoscow.ru/lockstock_pub,,,,https://vk.com/lockstock_pub,,,,,,,,,4504127908866096,55.794499,37.705822,4504235283017083,,,1,4504136498556383,Lock Stock,ирландский паб,Бары,bar,2,25,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127908866096,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Итальянские каникулы,ресторан,Кафе; Рестораны; Бары,"Петровско-Разумовская аллея, 10 к3",,127083,,Аэропорт,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.5,42,89177660022,,,,,,,,,,https://wa.me/79177660022,,,,,,,,70000001059061726,55.793619,37.560542,4504235282682189,,,1,70000001059061725,Итальянские каникулы,ресторан,Рестораны,food_restaurant,3,29,2026-06-18T12:35:36Z,,0,32,https://2gis.com/firm/70000001059061726,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Космик,кафе,Кафе; Доставка еды,"Вернадского проспект, 6",-2 этаж,119313,,Раменки,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-24:00; Сб: 11:00-24:00; Вс: 11:00-23:00,+03:00,1.8,4,89260019452,,,,,http://www.cosmik.ru,,,,,,,,,,https://t.me/officialcosmik,,,70000001065447679,55.692192,37.528408,4504235282693052,Капитолий,70030076138024528,5,70000001097470375,Космик,кафе,Кафе,cafe,2,38,2026-05-27T10:16:07Z,,0,32,https://2gis.com/firm/70000001065447679,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Старый Стамбул,ресторан,Кафе,"Большой Овчинниковский переулок, 16",3 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,1,89637503983,,,,,,,,,,,,,,,,,,70000001110021271,55.744472,37.630131,4504235282712355,ТДЦ Аркадия,70030076637589841,1,70000001110021270,Старый Стамбул,ресторан,Кафе,cafe,1,7,2026-06-05T11:04:01Z,,0,32,https://2gis.com/firm/70000001110021271,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Петтина,кафе-бар,Кафе; Бары; Караоке-залы,"улица Космонавтов, 2а",,129366,,Алексеевский,Москва,,Москва,Россия,Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-05:00; Пт: 11:00-05:00; Сб: 11:00-05:00; Вс: 11:00-02:00 (караоке-зал: пн-вс 21:00-5:00),+03:00,3.7,171,84956865531,89037463026,,,,http://pettina.ru,,,,https://vk.com/public60696920,https://wa.me/79037463026,,,,,,,,4504127908408129,55.820942,37.644062,4504235282565745,,,1,4504136498304463,Петтина,кафе-бар,Кафе,karaoke,3,26,2026-04-20T12:14:16Z,,0,32,https://2gis.com/firm/4504127908408129,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Манас,чайхона,Кафе,"улица Сергия Радонежского, 27 ст1",1 этаж,105120,,Таганский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.2,15,89997146394,,,,,,,,,,,,,,,,,,70000001038674777,55.746955,37.678974,4504235282677102,,,4,70000001031338539,Манас,чайхона,Кафе,cafe,1,17,2026-07-03T13:50:02Z,,0,32,https://2gis.com/firm/70000001038674777,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Блум,кафе-пекарня,Кафе,"Маргелова улица, 3 к3",,125284,,Хорошёвский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.6,5,89161928780,,,,,,,,,,,,,,,https://t.me/bloom_coffee,,,70000001111097995,55.777507,37.540825,70030076266420104,,,1,70000001091216738,Блум,кафе-пекарня,Кафе,cafe,1,28,2026-06-08T10:05:31Z,,0,32,https://2gis.com/firm/70000001111097995,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Бухара,кафе,Кафе,"Южнопортовая улица, 5 ст16",,115088,,Печатники,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.2,2,89263899767,89582391447,89035204948,,,,,,,,,,,,,,,,70000001079222340,55.706729,37.689055,4504235282548467,,,1,70000001079222339,Бухара,кафе,Кафе,cafe,1,15,2026-06-02T13:56:58Z,,0,32,https://2gis.com/firm/70000001079222340,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Плов-хаус,кафе,Кафе,"Волгоградский проспект, 42 к29",,109316,,Печатники,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,3.8,27,89685801010,,,,,http://plov-house.ru,,,,https://vk.com/id712668304,,,,,,,,https://youtube.com/@plovhouse,70000001031896506,55.703474,37.726495,4504235282655349,,,2,70000001021212067,Плов-хаус,кафе,Кафе,cafe,1,16,2026-04-13T15:42:08Z,,0,32,https://2gis.com/firm/70000001031896506,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Comedy Hall,кафе,Кафе; Стендап-клубы,"Кожевническая улица, 14 ст5",1 этаж,115114,,Даниловский,Москва,,Москва,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-22:00,+03:00,4.3,10,,,,,,http://comedy-hall.ru,,,,,,,,,,,,,70000001086780630,55.728164,37.645939,70030076166561749,,,1,70000001086780629,Comedy Hall,кафе,Стендап-клубы,cafe,2,19,2026-06-15T14:26:32Z,,0,32,https://2gis.com/firm/70000001086780630,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Rumo,,Кафе,"1-я улица Машиностроения, 10",1 этаж,115088,,Южнопортовый,Москва,,Москва,Россия,"Пн: 09:00-16:00, 17:00-23:00; Вт: 09:00-16:00, 17:00-23:00; Ср: 09:00-16:00, 17:00-23:00; Чт: 09:00-16:00, 17:00-23:00; Пт: 09:00-16:00, 17:00-23:00; Вс: 09:00-16:00, 17:00-23:00",+03:00,5.0,1,,,,,,,,,,,,,,,,,,,70000001110834428,55.714515,37.671984,4504235283001470,,,1,70000001110834427,Rumo,,Кафе,cafe,1,3,2026-02-24T16:34:11Z,,0,32,https://2gis.com/firm/70000001110834428,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Хоба,бар,Кафе; Бары,"Серебрянический переулок, 8",1 этаж,109028,,Таганский,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-23:00,+03:00,4.7,6,89670257465,,,,,http://barhoba.ru,,,,https://vk.com/club216659081,,,,,,https://t.me/+79670257465,,https://youtube.com/@GoodBarXoba,70000001087046110,55.749693,37.647287,70030076180128230,,,2,70000001065464792,Хоба,бар,Бары,bar,2,45,2026-06-30T10:03:40Z,,0,32,https://2gis.com/firm/70000001087046110,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Rishon,кафе кошерной кухни,Кафе; Доставка еды,"улица Образцова, 11 ст1а",1 этаж,127055,,Марьина Роща,Москва,,Москва,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 10:00-15:00; Вс: 12:00-22:00,+03:00,4.8,19,84956413201,,,,,http://jewish-museum.ru/cafe,,,,https://vk.com/j_museum,,,,,,,,,70000001045531190,55.789207,37.607184,4504235282602724,,70030076617271660,2,70000001045531189,Rishon,кафе кошерной кухни,Кафе,cafe,2,28,2026-05-13T17:22:41Z,,0,32,https://2gis.com/firm/70000001045531190,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Хинкали Gали,кафе,Кафе; Доставка еды,"Абрамцевская улица, 30 ст1",1 этаж,127572,,Лианозово,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,3.1,43,89855487880,,,,,http://hinkaligali.ru,http://horeca-home.com,,,https://vk.com/hinkaligali.cafe,,,,,,https://t.me/hinkali_gali,https://t.me/hinkali_gali_cafe,,70000001036300096,55.906396,37.576294,70030076133984739,,,19,70000001064207955,Хинкали Gали,кафе,Кафе,cafe,2,36,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001036300096,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"Муравская улица, 38Б к3",,125310,,Митино,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,167,89067440612,,,,,http://zdrastecafe.ru,,,,https://vk.com/zdrastecoffeebar,,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001098954759,55.863182,37.374287,70030076957415801,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,21,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001098954759,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Tianfu,кафе китайской кухни,Кафе,"Миклухо-Маклая улица, 15",1 этаж,117198,,Обручевский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,4,89250936942,,,,,,,,,,,,,,,,,,70000001069483315,55.652978,37.505241,4504235282577135,,,1,70000001069483314,Tianfu,кафе китайской кухни,Кафе,cafe,1,18,2026-07-08T11:59:22Z,,0,32,https://2gis.com/firm/70000001069483315,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Плов-центр,кафе,Кафе; Доставка еды,"улица Корнея Чуковского, 2",1 этаж,108849,,Внуково,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.7,61,89250818000,,,,,http://plov-centr.ru,,,,,https://wa.me/79250818000,,,,,,,,70000001067348897,55.634639,37.335558,70030076158127819,ТЦ Сказка,70030076506457644,1,70000001101973705,Плов-центр,кафе,Кафе,cafe,2,25,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001067348897,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Нават,чайхана,Кафе,"Литовский бульвар, 22а",2 этаж,117588,,Ясенево,Москва,,Москва,Россия,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+03:00,4.5,56,89919216798,89168295252,,,,,,,,,,,,,,,,,70000001041112574,55.611632,37.536894,4504235282560732,,,1,70000001041112573,Нават,чайхана,Кафе,cafe,1,29,2026-02-03T14:39:00Z,,0,32,https://2gis.com/firm/70000001041112574,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Iq,кафе,Кафе,"Первомайская улица, 18",1 этаж,141701,,,Долгопрудный,Долгопрудный городской округ,Московская область,Россия,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+03:00,4.3,23,84956484345,,,,,http://iqcafe.ru,,,,https://vk.com/iqcafe18,,,,,,,,,4504127915879571,55.924786,37.524488,4504235282925547,Дом учёных,,2,4504136499337365,Iq,кафе,Кафе,cafe,1,45,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127915879571,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кафе-столовая,,Кафе; Столовые; Доставка еды,"Рябиновая улица, 14а",1 этаж,121471,,Можайский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.6,31,89257357505,89269667427,,,,,,,,,https://wa.me/79269667427,,,,,,,,70000001036433197,55.71124,37.421509,70030076143356312,,,1,70000001036433196,Кафе-столовая,Кафе-столовая,Столовые,food_service,3,20,2026-06-29T09:43:03Z,,0,32,https://2gis.com/firm/70000001036433197,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ли,кафе вьетнамской кухни,Кафе; Доставка еды,"Рязанский проспект, 79",цокольный этаж,109456,,Рязанский,Москва,,Москва,Россия,Пн: 10:30-22:30; Вт: 10:30-22:30; Ср: 10:30-22:30; Чт: 10:30-22:30; Пт: 10:30-22:30; Сб: 10:30-22:30; Вс: 10:30-22:30,+03:00,4.8,147,84959246888,89859246888,,,,http://kafe-li.ru,,,,,https://wa.me/79859246888,,,,,,,,70000001035399889,55.717145,37.795671,4504235282593398,,,3,70000001035399888,Ли,кафе вьетнамской кухни,Кафе,cafe,2,25,2026-06-09T14:04:17Z,,0,32,https://2gis.com/firm/70000001035399889,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
