Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Котелок,мастерская авторских супов,Кафе,"Новокузнецкая улица, 42 ст5",,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00,+03:00,4.1,5,89154112550,,,,,http://kotelok.bar,,,,,,,,,,,,70000001110497317,55.731469,37.634778,4504235282703092,,,1,70000001110497316,Котелок,мастерская авторских супов,Кафе,cafe,1,4,2026-06-26T09:08:51Z,,0,32,https://2gis.com/firm/70000001110497317,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Турецкий-Кебаб,кафе,Кафе,"Маленковская улица, 32 ст2",1 этаж,107113,,Сокольники,Москва,,Москва,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,4.8,4,89250079997,,,,,,,,,,,,,,,,,70000001103418549,55.786902,37.675421,4504235282563124,,,1,70000001103418548,Турецкий-Кебаб,кафе,Кафе,cafe,1,12,2025-10-07T14:49:45Z,,0,32,https://2gis.com/firm/70000001103418549,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Снеди Феди,ресто-кафе,Кафе; Столовые,"Валовая улица, 26",-1 этаж; 1 подъезд,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+03:00,5.0,2,89586978227,89163371093 (управляющий),89045916012 (маркетолог),,,,,,,,,,,,,,,70000001097398119,55.730596,37.627663,4504235282992608,БЦ Lighthouse,,1,70000001097260389,Снеди Феди,ресто-кафе,Кафе,food_service,2,3,2026-06-29T10:51:13Z,,0,32,https://2gis.com/firm/70000001097398119,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Дарвин,кафе,Кафе,"улица Вавилова, 57",цокольный этаж,117292,,Академический,Москва,,Москва,Россия,Пн: 10:00-17:45; Вт: 10:00-17:45; Ср: 10:00-17:45; Чт: 10:00-17:45; Пт: 10:00-17:45; Сб: 10:00-17:45; Вс: 10:00-17:45,+03:00,4.0,19,,,,,,,,,,,,,,,,,,70000001075217152,55.690776,37.562,4504235282607591,,70030076608831005,1,70000001075217151,Дарвин,кафе,Кафе,cafe,1,12,2026-05-08T12:43:06Z,,0,32,https://2gis.com/firm/70000001075217152,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Теремок,блинная,Кафе,"улица Вавилова, 3",3 этаж,119334,,Донской,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,5.0,1,84959562730,84957369394,,,,http://dzen.ru/teremok_ru,http://tiktok.com/@teremok_ru,http://max.ru/id7734506918_biz,,https://vk.com/teremok,,,,,https://t.me/teremok_ru,,,70000001110724295,55.707384,37.589912,4504235282704303,ТРЦ Гагаринский,,192,4504136498443869,Теремок,блинная,Кафе,cafe,1,21,2026-04-08T14:33:38Z,,0,32,https://2gis.com/firm/70000001110724295,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Тайны Коко,кафе,Кафе,"бульвар Космонавтов, 12",1 этаж,143408,Изумрудные холмы жилой комплекс,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.3,6,89099117884,,,,,,,,,,,,,,,,,70000001084113814,55.837915,37.288366,70030076271007128,,,1,70000001084113813,Тайны Коко,кафе,Кафе,cafe,1,13,2025-10-23T11:34:11Z,,0,32,https://2gis.com/firm/70000001084113814,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Rin,гастробар,Кафе,"Серебрянический переулок, 8",1 этаж,109028,,Таганский,Москва,,Москва,Россия,Чт: 14:00-24:00; Пт: 14:00-02:00; Сб: 16:00-02:00; Вс: 14:00-24:00,+03:00,5.0,17,89891058595,,,,,http://rin.rest.tilda.ws,,,,,https://wa.me/79891058595,,,,https://t.me/rin_msc,,,70000001089309185,55.750233,37.647047,70030076180128230,,,1,70000001089309184,Rin,гастробар,Кафе,cafe,1,17,2025-12-02T14:06:07Z,,0,32,https://2gis.com/firm/70000001089309185,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Тбилисо,хинкальная,Кафе; Доставка еды,"проспект Мира, 78","1, 2 этаж",129110,,Мещанский,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.6,42,84956846668,,,,,http://traktirtbiliso.ru,,,,,,,,,,,,70000001028663607,55.791218,37.6351,4504235282565030,,,4,4504136500179972,Тбилисо,хинкальная,Кафе,cafe,2,33,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001028663607,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Gg group,хинкальная,Кафе; Доставка еды,"Мытная улица, 1 ст1",1 этаж,119049,,Якиманка,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-05:00; Ср: 11:00-05:00; Чт: 11:00-05:00; Пт: 11:00-05:00; Сб: 11:00-05:00; Вс: 11:00-05:00,+03:00,3.4,66,84992301010,,,,,http://gg-group.ru,http://kafekhinkalnaya.ru,,,https://vk.com/club52773225,,,,,https://t.me/gggrouprest,,,4504128908652117,55.728242,37.614928,4504235282723430,,,11,4504136498613151,Gg group,хинкальная,Кафе,cafe,2,30,2025-09-18T12:59:19Z,,0,32,https://2gis.com/firm/4504128908652117,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Пушкинъ у фонтана,кафе,Кафе; Кондитерские изделия,"Красная площадь, 3",1 этаж,109012,,Тверской,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.5,81,84950250033,,,info-gum@cafe-pushkin.ru,,http://gum.cafe-pushkin.ru/,http://t.me/cafepushkin_official,,,https://vk.com/cafepushkin_gum,,,,,,,,70000001051329321,55.754776,37.621637,4504235282742224,ГУМ,70030076157363269,1,70000001056865475,Пушкинъ у фонтана,кафе,Кафе,cafe,2,33,2026-06-14T12:57:34Z,,0,32,https://2gis.com/firm/70000001051329321,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Шашлыкоff,гриль-ресторан,Кафе; Доставка еды; Бары,"Поречная улица, 10",1 этаж,109469,,Марьино,Москва,,Москва,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-24:00 (служба доставки: пн-вс 10:30-23:00),+03:00,4.5,300,84997775018 (ресторан),,,,,http://shashlikoff.com,,,,https://vk.com/shashlikoff_msk,,,,,,,,70000001039464813,55.650419,37.769882,4504235283049966,ТРК MARI,4504694884342050,3,70000001025645210,Шашлыкоff,гриль-ресторан,Кафе,bar,3,54,2026-06-18T09:46:53Z,,0,32,https://2gis.com/firm/70000001039464813,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Пицца экспресс,,Кафе; Пиццерии,"Родниковая улица, 22а/3",,143005,,,,Одинцовский городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,89932606767,,,,,http://pizzaodi.ru,http://t.me/pizzaodi,,,https://vk.com/pizzaodi,,,,,,,,70000001097264782,55.698927,37.315877,70030076727736356,,,4,70000001097260802,Пицца экспресс,,Пиццерии,pizza,2,2,2025-01-22T15:21:41Z,,0,32,https://2gis.com/firm/70000001097264782,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Шоколадница,кофейня,Кафе; Кофейни; Доставка еды,"Ленинский проспект, 2а",2 этаж,119049,,Якиманка,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,2.9,229,89154738158,,,,,http://shoko.ru,http://t.me/shokomoscow,http://max.ru/shokoru,,https://vk.com/shokoru,,,,,,,,4504127916840529,55.729116,37.61151,4504235282718635,,,17,70000001103093349,Шоколадница,кофейня,Кофейни,cafe,3,45,2026-07-01T13:26:47Z,,0,32,https://2gis.com/firm/4504127916840529,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Яккабог,кафе,Кафе; Доставка еды,"Родниковая улица, 16",цокольный этаж,119297,Западный рабочий пос.,Солнцево,Москва,,Москва,Россия,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+03:00,,,89800774480,,,,,,,,,,https://wa.me/79800774480,,,,https://t.me/+79800774480,,,70000001088170043,55.635701,37.384817,4504235282948497,,,1,70000001088170042,Яккабог,кафе,Кафе,cafe,2,19,2025-09-18T11:02:10Z,,0,32,https://2gis.com/firm/70000001088170043,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Mendon,кафе корейской кухни,Кафе; Быстрое питание; Доставка еды,"Лесная улица, 20 ст3",1 этаж,125196,,Тверской,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-23:00,+03:00,2.7,5,89060642063,,,,,,,,,,,,,,,,,70000001101190465,55.780443,37.592786,4504235282738049,Депо,70030076176203181,2,70000001089856945,Mendon,кафе корейской кухни,Кафе,fastfood,3,13,2026-05-29T15:57:50Z,,0,32,https://2gis.com/firm/70000001101190465,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Soussol,пивной бар,Кафе; Бары,"Трёхпрудный переулок, 11/13 ст2",цокольный этаж,123001,Патриаршие пруды м-н,Пресненский,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.3,13,89032936600,,,,,http://soussol.ru,,,,,https://wa.me/79032936600,,,,,,,70000001044372382,55.765125,37.59475,4504235282747537,,,1,70000001044372381,Soussol,пивной бар,Бары,bar,2,28,2026-06-19T07:29:46Z,,0,32,https://2gis.com/firm/70000001044372382,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Вертикаль,кафе,Кафе; Доставка еды,"рабочий посёлок Андреевка, 41",2 этаж,141551,,,,Солнечногорск городской округ,Московская область,Россия,Пн: 12:00-21:00; Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-21:00,+03:00,,,84952264410,,,,,http://verticalcafe.ru,http://t.me/vertical_cafe_bar,,,https://vk.com/vertical_cafe_bar,https://wa.me/74952264410,,,,,,,70000001099887842,55.976111,37.138773,4504235282859713,,,1,70000001099887841,Вертикаль,кафе,Кафе,cafe,2,29,2026-03-31T17:02:00Z,,0,32,https://2gis.com/firm/70000001099887842,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pronto pizza,итальянское кафе,Кафе; Пиццерии; Доставка еды,"Алтуфьевское шоссе, 40д",,127566,,Отрадное,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.2,30,89269071767,84955970436,89261168048,,,http://pronto24.ru,,,,https://vk.com/pizzapronto,,,,,https://t.me/pronto_pizza,,,4504127908560755,55.870663,37.59036,4504235282942971,,,12,4504136498375300,Pronto pizza,итальянское кафе,Пиццерии,pizza,3,26,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127908560755,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Веранда,кафе,Кафе; Доставка еды,"Пионерская улица, 12а",,143402,Тёплый бетон м-н,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,+03:00,4.8,17,84955637641,,,,,http://veranda-krasnogorsk.ru,,,,https://vk.com/verandarest,,,,,,,,4504127908801013,55.825466,37.332212,4504235282960662,,,1,4504136498512195,Веранда,кафе,Кафе,cafe,2,54,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127908801013,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Кафе,,Кафе; Банкетные залы; Конференц-залы,"Садовая-Кудринская улица, 5 ст1",цокольный этаж,123242,,Пресненский,Москва,,Москва,Россия,Пн: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.2,6,84952217694,89175700789 (банкетный менеджер),,,,,,,,,,,,,,,,4504127917245477,55.761395,37.583696,4504235282749960,,70030076846163644,1,4504136499546178,Кафе,Кафе,Кафе,food_restaurant,3,28,2026-06-29T16:21:26Z,,0,32,https://2gis.com/firm/4504127917245477,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Штолле,кафе-пекарня,Кафе; Пекарни; Доставка еды,"Митинская улица, 40",2 этаж,125430,,Митино,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.7,44,84951203581 (доп.706),89652641441,,,,http://msk.stolle.ru,,,,https://vk.com/stolle_msk,https://wa.me/74956444045,,,,https://t.me/mskstolle,,https://youtube.com/@user-xr7vw2ri6d,4504128908528642,55.847496,37.359677,4504235282961258,ТЦ Митино,70030076370554565,31,4504136498312703,Штолле,кафе-пекарня,Пекарни,cafe,3,18,2025-08-20T10:35:42Z,,0,32,https://2gis.com/firm/4504128908528642,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pausa caffe,итальянское кафе,Кафе; Кондитерские изделия; Доставка еды,"улица Рогожский Вал, 5 ст8",,109544,,Таганский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.6,30,89150222724,,,,,http://pausa-caffe.ru,,,,,https://wa.me/79150222724,,,,https://t.me/pausacafferu,,,70000001031302760,55.744186,37.679712,4504235302583892,,,1,70000001031302759,Pausa caffe,итальянское кафе,Кондитерские изделия,cafe,3,31,2026-04-03T10:21:56Z,,0,32,https://2gis.com/firm/70000001031302760,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Laguna,бар,Кафе,"Коммунистическая улица, 1",2 этаж; на территории аквапарка Ква-ква парк,141011,,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,84952580683,,,,,,,,,,,,,,,,,70000001101045758,55.891216,37.749217,4504235282915883,XL Family Outlet,70030076190193196,1,70000001101045757,Laguna,бар,Кафе,cafe,1,0,2026-04-08T11:18:45Z,,0,32,https://2gis.com/firm/70000001101045758,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Mom`s cook,кафе корейской кухни,Кафе,"Большой Овчинниковский переулок, 16",2 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.2,7,,,,,,,,,,,,,,,,,,70000001110021258,55.744236,37.630421,4504235282712355,ТДЦ Аркадия,70030076637586104,1,70000001110021257,Mom`s cook,кафе корейской кухни,Кафе,cafe,1,5,2026-06-04T13:17:25Z,,0,32,https://2gis.com/firm/70000001110021258,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Ёрш,сеть ресторанов,Кафе; Рестораны; Доставка еды; Бары,"улица Перерва, 58",1 этаж,109451,,Марьино,Москва,,Москва,Россия,Пн: 11:00-05:00; Вт: 11:00-05:00; Ср: 11:00-05:00; Чт: 11:00-05:00; Пт: 11:00-05:00; Сб: 11:00-05:00; Вс: 11:00-05:00,+03:00,4.8,445,84995308172,,,ersh.pererva@tanuki.ru,,http://tanukifamily.ru/ersh/msk/?utm_source=2gis_web&utm_medium=referral&utm_campaign=ersh,,,,https://vk.com/ersh.restoran,,,,,,,,4504127908721799,55.662772,37.759971,4504235282537013,,,6,4504136498462293,Ёрш,сеть ресторанов,Рестораны,food_restaurant,4,53,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127908721799,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pho Viet,вьетнамское кафе,Кафе; Доставка еды,"Большая Татарская улица, 20 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.8,67,89645666868,89998656789,,,,,,,,,,,,,,,,70000001074997127,55.740483,37.632522,4504235282697529,,,11,70000001033043377,Pho Viet,вьетнамское кафе,Кафе,cafe,2,17,2026-06-19T12:06:32Z,,0,32,https://2gis.com/firm/70000001074997127,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
